name,likes,time,servings,link,calories,fat,carbs,fiber,sugar,protein,no_ing,contains_soy,contains_glutten,fruits,vegetables,grains,dairy_alternatives,herbs_and_spices,sweeteners,oils,condiments_and_sauces,grains_and_cereals
Watermelon Slushy,0.78,30.0,3,https://tasty.co/recipe/watermelon-slushy,173.0,1.0,41.0,3.0,24.0,0,5,0,0,1,0,0,0,1,0,0,0,0
Yaki Stir-Fried Udon Noodles (Vegan),0.87,30.0,4,https://tasty.co/recipe/yaki-stir-fried-udon-noodles-vegan,206.54,7.31,30.69,0.0,0.0,0,18,1,0,0,1,0,0,1,0,1,1,0
Vegan Spinach And Artichoke Dip,0.82,30.0,8,https://tasty.co/recipe/vegan-spinach-and-artichoke-dip,114.0,6.0,9.0,3.0,1.0,1,11,1,0,0,1,0,0,1,0,0,0,0
Sweet Potato Lentil Curry,0.1,30.0,4,https://tasty.co/recipe/sweet-potato-lentil-curry,313.0,5.0,56.0,10.0,12.0,1,14,0,0,1,1,0,0,1,0,0,0,0
Garlic Parmesan Grilled Veggies,0.92,40.0,4,https://tasty.co/recipe/garlic-parmesan-grilled-veggies,160.0,2.0,31.0,4.0,3.0,1,7,0,0,0,0,0,0,1,0,1,0,0
Herb Stem Pesto,0.89,30.0,8,https://tasty.co/recipe/herb-stem-pesto,129.0,10.0,8.0,1.0,2.0,0,9,0,0,0,1,0,0,1,0,1,0,0
Chaklis,0.85,61.0,4,https://tasty.co/recipe/chaklis,458.0,28.0,42.0,4.0,2.0,1,12,0,0,0,0,1,0,1,0,0,0,0
Jasmine’s Snack Board,0.97,41.0,4,https://tasty.co/recipe/jasmines-snack-board,206.54,7.31,30.69,0.0,0.0,1,30,1,0,1,1,1,0,1,1,1,1,0
Mango Dragonfruit Lemonade Refresher Blended,0.97,10.0,1,https://tasty.co/recipe/mango-dragonfruit-lemonade-refresher-blended,150.0,0.0,34.0,2.0,22.0,0,9,0,0,1,0,0,0,0,0,0,0,0
Cherry Vanilla Soda,0.88,30.0,10,https://tasty.co/recipe/cherry-vanilla-soda,40.0,0.0,9.0,0.0,9.0,0,4,0,0,0,0,0,0,0,0,0,0,0
Mason Jar Simple Tomato Sauce,0.87,30.0,6,https://tasty.co/recipe/mason-jar-simple-tomato-sauce,39.0,0.0,9.0,2.0,4.0,0,8,0,0,0,1,0,0,1,0,0,0,0
Avocado Rose Toast (Leo),0.94,30.0,1,https://tasty.co/recipe/avocado-rose-toast-leo,142.0,11.0,9.0,5.0,1.0,1,3,0,0,0,0,0,0,0,0,0,0,0
Fried Zucchini Blossoms,0.84,40.0,4,https://tasty.co/recipe/fried-zucchini-blossoms,390.0,16.0,55.0,11.0,17.0,0,6,0,0,0,1,1,0,0,0,1,0,0
Vegan Margherita Pizza,0.67,30.0,4,https://tasty.co/recipe/vegan-margherita-pizza,379.0,10.0,60.0,3.0,3.0,0,9,0,0,0,0,0,0,1,0,0,0,0
Raspberry Tahini Pops,0.77,32.0,6,https://tasty.co/recipe/raspberry-tahini-pops,187.0,14.0,14.0,2.0,10.0,0,8,0,0,1,0,0,1,0,0,1,0,0
Chocolate Bar Cookie Pie,0.85,30.0,8,https://tasty.co/recipe/chocolate-bar-cookie-pie,436.0,13.0,76.0,2.0,44.0,0,19,0,1,0,0,1,0,0,1,0,0,0
Dairy-Free Vanilla Raspberry Swirl Ice Cream Cups,0.86,43.0,12,https://tasty.co/recipe/dairy-free-vanilla-raspberry-swirl-ice-cream-cups,208.0,18.0,12.0,0.0,24.0,1,7,0,0,1,0,0,1,0,1,1,0,0
Plant-Based Lemon Meringue Pie,0.73,30.0,8,https://tasty.co/recipe/plant-based-lemon-meringue-pie,466.0,2.0,103.0,6.0,51.0,1,15,0,0,0,0,1,1,1,1,0,0,0
Bubbly Popsicle,0.77,30.0,6,https://tasty.co/recipe/bubbly-popsicle,125.0,0.0,9.0,0.0,5.0,0,6,0,0,1,0,0,0,1,0,0,0,0
Libra Tea Blend,0.87,30.0,24,https://tasty.co/recipe/libra-tea-blend,3.0,0.0,0.0,0.0,0.0,1,5,0,0,1,0,0,0,0,0,0,0,0
Moringa Oatmeal,0.82,30.0,1,https://tasty.co/recipe/moringa-oatmeal,1170.0,24.0,204.0,34.0,11.0,0,8,0,0,1,0,0,0,0,1,0,0,0
Smoky-Sweet Barbecue Sauce,0.86,30.0,6,https://tasty.co/recipe/smoky-sweet-barbecue-sauce,421.0,2.0,87.0,11.0,71.0,0,12,0,0,1,1,0,0,1,1,0,1,0
Lettuce Wrap Box,0.81,30.0,1,https://tasty.co/recipe/lettuce-wrap-box,437.0,17.0,57.0,17.0,28.0,1,7,0,0,1,1,0,0,0,0,0,0,0
Cashew Yogurt,0.77,41.0,4,https://tasty.co/recipe/cashew-yogurt,131.0,10.0,7.0,0.0,1.0,0,6,0,0,0,0,0,0,0,0,0,0,0
Over The Rainbow Cocktail,0.71,10.0,1,https://tasty.co/recipe/over-the-rainbow-cocktail,575.0,1.0,107.0,5.0,84.0,0,19,0,0,1,0,0,0,0,1,0,0,0
Scorpio Tea Blend,0.92,30.0,24,https://tasty.co/recipe/scorpio-tea-blend,11.0,0.0,1.0,0.0,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0
Easy Gluten Free Oatmeal Pancake,0.94,30.0,2,https://tasty.co/recipe/easy-gluten-free-oatmeal-pancake,107.0,7.0,3.0,1.0,0.0,0,7,0,0,0,0,1,1,1,0,0,0,0
Pink Ombré Drink,0.94,5.0,1,https://tasty.co/recipe/pink-ombre-drink,17.0,0.0,4.0,0.0,3.0,0,4,0,0,1,0,0,0,0,0,0,0,0
Peach Low Sugar Jam,0.83,30.0,5,https://tasty.co/recipe/peach-low-sugar-jam,201.0,0.0,51.0,3.0,43.0,0,5,0,0,0,0,0,0,0,1,0,0,0
Sesame Seed,0.78,30.0,4,https://tasty.co/recipe/sesame-seed,491.0,44.0,16.0,9.0,3.0,1,6,0,0,0,0,1,0,0,0,1,0,0
Dark Chocolate Tahini Pops,0.85,30.0,6,https://tasty.co/recipe/dark-chocolate-tahini-pops,401.0,31.0,34.0,4.0,26.0,1,8,0,0,0,0,0,1,0,1,1,0,0
Air Fryer Falafel,0.86,80.0,4,https://tasty.co/recipe/air-fryer-falafel,178.0,2.0,30.0,8.0,4.0,1,17,0,0,0,1,1,0,1,0,0,0,0
Sweet Potato Gingerbread Winter Smoothie,0.67,30.0,1,https://tasty.co/recipe/sweet-potato-gingerbread-winter-smoothie,398.0,16.0,50.0,3.0,33.0,0,8,0,0,0,0,0,0,1,1,0,0,0
Dairy-Free Chocolate Almond Ice Cream Cups,0.91,38.0,12,https://tasty.co/recipe/dairy-free-chocolate-almond-ice-cream-cups,213.0,19.0,10.0,1.0,22.0,0,7,0,0,0,0,0,1,0,1,1,0,0
Healthy Smoothie Bowl: Pitaya Bowl: Mango Tango,0.73,30.0,1,https://tasty.co/recipe/healthy-smoothie-bowl-pitaya-bowl-mango-tango,206.54,7.31,30.69,0.0,0.0,1,9,0,0,1,0,0,0,0,0,0,0,0
Nicaraguan Vigorón And Tajadas As Made By Cat Alvarado,0.88,30.0,6,https://tasty.co/recipe/nicaraguan-vigoron-and-tajadas-as-made-by-cat-alvarado,738.0,8.0,155.0,19.0,48.0,0,13,0,0,0,1,0,0,0,0,1,1,0
Chipotle Lime Salad Dressing,0.86,30.0,16,https://tasty.co/recipe/chipotle-lime-salad-dressing,29.0,1.0,4.0,0.0,2.0,0,9,0,0,0,0,0,0,1,1,1,0,0
Mini Everything Seasoning Sourdough Loaves,0.65,67.0,4,https://tasty.co/recipe/mini-everything-seasoning-sourdough-loaves,701.0,15.0,121.0,12.0,3.0,1,15,0,1,0,1,1,0,1,1,1,0,1
Rainbow Fall Slaw With Tahini Poppy Seed Dressing,0.9,30.0,8,https://tasty.co/recipe/rainbow-fall-slaw-with-tahini-poppy-seed-dressing,233.0,11.0,29.0,7.0,15.0,1,17,0,0,1,1,0,0,1,1,1,1,0
Virgo Tea Blend,0.9,30.0,24,https://tasty.co/recipe/virgo-tea-blend,2.0,0.0,0.0,0.0,0.0,0,3,0,0,1,0,0,0,0,0,0,0,0
Carrot Pico De Gallo,0.97,30.0,16,https://tasty.co/recipe/carrot-pico-de-gallo,48.0,1.0,7.0,2.0,3.0,0,14,0,0,1,1,0,0,1,0,1,1,0
Cranberry Jalapeño Salsa With Sweet Potato Chips,0.93,63.0,2,https://tasty.co/recipe/cranberry-jalapeno-salsa-with-sweet-potato-chips,405.0,7.0,81.0,5.0,52.0,0,13,0,0,0,0,0,0,1,1,1,0,0
"Salted-Caramel Pretzel, Almond And Cacao Bars",0.87,30.0,12,https://tasty.co/recipe/salted-caramel-pretzel-almond-and-cacao-bars,386.0,26.0,38.0,6.0,26.0,0,16,0,0,0,0,0,0,0,1,1,0,0
Healthy Smoothie Bowl: Pitaya Bowl: The Island Diamond,0.93,30.0,1,https://tasty.co/recipe/healthy-smoothie-bowl-pitaya-bowl-the-island-diamond,206.54,7.31,30.69,0.0,0.0,1,9,0,0,1,0,0,0,0,0,0,0,0
Ketchup Leather,0.31,16.0,4,https://tasty.co/recipe/ketchup-leather,9.0,0.0,2.0,0.0,1.0,0,4,0,0,0,1,0,0,1,0,0,1,0
"Lentil ""Dirty Rice""",0.72,90.0,4,https://tasty.co/recipe/lentil-dirty-rice,206.54,7.31,30.69,0.0,0.0,1,27,1,0,0,1,1,0,1,0,1,1,0
Grape Fruit Rollers,0.88,30.0,7,https://tasty.co/recipe/grape-fruit-rollers,75.0,0.0,20.0,0.0,17.0,0,4,0,0,1,0,0,0,0,0,0,0,0
Vegan Mozzarella,0.7,30.0,8,https://tasty.co/recipe/vegan-mozzarella,369.0,31.0,20.0,1.0,1.0,0,9,0,0,1,0,0,0,0,0,1,1,0
Green Goddess CBD Dip,0.71,60.0,2,https://tasty.co/recipe/green-goddess-cbd-dip,469.0,49.0,5.0,1.0,2.0,0,26,0,0,1,1,0,0,1,0,0,1,0
Bloody Mary Pasta Sauce,0.97,30.0,2,https://tasty.co/recipe/bloody-mary-pasta-sauce,147.0,0.0,18.0,3.0,9.0,0,10,0,0,0,1,0,0,1,0,0,1,0
Chocolate Hazelnut Butter,0.58,30.0,12,https://tasty.co/recipe/chocolate-hazelnut-butter,212.0,18.0,9.0,3.0,3.0,0,6,0,0,0,0,0,0,0,1,1,0,0
Healthy Smoothie Bowl: Pitaya Bowl: Island Time,0.9,30.0,1,https://tasty.co/recipe/healthy-smoothie-bowl-pitaya-bowl-island-time,206.54,7.31,30.69,0.0,0.0,1,9,0,0,1,0,0,0,0,0,0,0,0
Capricorn Tea Blend,0.79,30.0,24,https://tasty.co/recipe/capricorn-tea-blend,11.0,0.0,2.0,0.0,2.0,0,3,0,0,1,0,0,0,0,0,0,0,0
Leo Tea Blend,0.9,30.0,24,https://tasty.co/recipe/leo-tea-blend,2.0,0.0,0.0,0.0,0.0,0,5,0,0,0,0,0,0,1,0,0,0,0
Ketchup,0.38,30.0,4,https://tasty.co/recipe/ketchup,311.0,0.0,74.0,7.0,58.0,0,12,0,0,1,1,0,0,1,1,0,1,0
"Chloe Bailey's Cauliflower Popcorn ""Chicken""",0.78,30.0,4,https://tasty.co/recipe/chloe-bailey-s-cauliflower-popcorn-chicken,206.54,7.31,30.69,0.0,0.0,0,17,0,0,0,0,1,0,1,1,0,0,0
Pina Colada Smoothie Bowl,0.96,30.0,1,https://tasty.co/recipe/pina-colada-smoothie-bowl,585.0,35.0,92.0,5.0,92.0,0,3,0,0,1,0,0,0,0,0,0,0,0
Falafel Waffle,0.72,60.0,5,https://tasty.co/recipe/falafel-waffle,455.0,8.0,76.0,15.0,11.0,1,16,0,0,0,1,0,0,1,0,1,0,1
Back-To-School Sheet Pan Pancake,0.79,30.0,4,https://tasty.co/recipe/back-to-school-sheet-pan-pancake,704.0,27.0,107.0,10.0,40.0,0,17,0,1,1,0,1,0,1,1,0,0,0
Skillet BBQ Vegan Baked Beans,0.93,27.0,4,https://tasty.co/recipe/skillet-bbq-vegan-baked-beans,420.0,4.0,70.0,24.0,38.0,1,21,0,0,1,1,0,0,1,1,1,1,0
Hummus Caesar Salad,0.96,20.0,2,https://tasty.co/recipe/hummus-caesar-salad,126.0,8.0,10.0,4.0,1.0,0,14,0,0,0,0,0,0,1,0,1,1,0
Matcha Soda,0.87,30.0,8,https://tasty.co/recipe/matcha-soda,36.0,0.0,9.0,0.0,8.0,0,3,0,0,0,0,0,0,0,0,0,0,0
Coconut Mango Freezer-Prep Smoothie,0.93,30.0,1,https://tasty.co/recipe/coconut-mango-freezer-prep-smoothie,816.0,37.0,121.0,18.0,75.0,0,8,0,0,1,0,0,1,1,0,1,0,0
Rainbow Fruit Salad With Coconut Whip,0.67,30.0,6,https://tasty.co/recipe/rainbow-fruit-salad-with-coconut-whip,206.54,7.31,30.69,0.0,0.0,0,14,0,0,1,0,0,1,0,1,0,0,0
Vegan Espresso Donuts,0.75,30.0,12,https://tasty.co/recipe/vegan-espresso-donuts,94.0,4.0,13.0,1.0,1.0,1,12,0,0,0,0,1,1,0,1,0,0,0
Chili Lime Bowtie Pasta Chips,0.66,60.0,4,https://tasty.co/recipe/chili-lime-bowtie-pasta-chips,49.0,0.0,9.0,0.0,0.0,0,8,0,0,0,0,0,0,1,0,1,0,1
9 Ways To Use Chimichurri Sauce,0.93,30.0,8,https://tasty.co/recipe/chimichurri-sauce,70.0,7.0,0.0,0.0,0.0,0,9,0,0,0,0,0,0,1,0,1,1,0
Mango Salsa-stuffed Avocado,0.93,30.0,2,https://tasty.co/recipe/mango-salsa-stuffed-avocado,241.0,13.0,32.0,8.0,22.0,0,8,0,0,1,1,0,0,1,0,0,0,0
Ackee Scramble,0.93,30.0,2,https://tasty.co/recipe/ackee-scramble,226.0,15.0,23.0,4.0,7.0,0,11,0,0,0,1,0,0,1,0,0,0,0
Almond Salsa,0.92,30.0,8,https://tasty.co/recipe/almond-salsa,52.0,2.0,6.0,3.0,3.0,1,11,0,0,0,1,0,0,0,0,0,1,0
Smoothies: Poolside Companion,0.96,30.0,1,https://tasty.co/recipe/smoothies-poolside-companion,591.0,15.0,122.0,9.0,96.0,0,4,0,0,0,0,0,0,0,0,0,0,0
Banana Cue,0.83,35.0,6,https://tasty.co/recipe/banana-cue,206.54,7.31,30.69,0.0,0.0,0,4,0,0,1,0,0,0,0,1,1,0,0
"Chocolate Dipped Rice Cake “Candy Bar"" Bites",0.79,35.0,32,https://tasty.co/recipe/chocolate-dipped-rice-cake-candy-bar-bites,193.0,5.0,36.0,2.0,6.0,1,5,0,0,1,0,1,0,0,0,1,0,1
Mixed Berry Agave Jam,0.77,30.0,4,https://tasty.co/recipe/mixed-berry-agave-jam,353.0,1.0,87.0,6.0,65.0,0,4,0,0,0,0,0,0,0,0,0,0,0
Mango Gazpacho,0.8,30.0,3,https://tasty.co/recipe/mango-gazpacho,236.0,3.0,53.0,6.0,44.0,0,9,0,0,1,1,0,0,1,0,1,1,0
Phyto Fighter Wellness Shot,0.77,30.0,4,https://tasty.co/recipe/phyto-fighter-wellness-shot,87.0,1.0,16.0,4.0,1.0,0,5,0,0,0,1,0,0,1,0,0,0,0
Raspeary Baby Food (7+ Months),0.96,30.0,8,https://tasty.co/recipe/raspeary-baby-food-7-months,70.0,0.0,18.0,4.0,11.0,0,2,0,0,1,0,0,0,0,0,0,0,0
Healthy Smoothie Bowl: Pitaya Bowl: The Down To Earth,0.84,30.0,1,https://tasty.co/recipe/healthy-smoothie-bowl-pitaya-bowl-the-down-to-earth,206.54,7.31,30.69,0.0,0.0,0,8,0,0,1,0,0,0,0,0,0,0,1
Baked Cinnamon Apple Pancake,0.84,30.0,4,https://tasty.co/recipe/baked-cinnamon-apple-pancake,368.0,13.0,49.0,3.0,19.0,0,11,0,1,1,0,1,0,0,1,0,0,0
Gochujang Cucumber Salad,0.92,30.0,4,https://tasty.co/recipe/gochujang-cucumber-salad,164.0,10.0,17.0,1.0,11.0,0,6,1,0,0,1,0,0,0,1,1,1,0
Sweet Potato Pie Smoothie,0.79,14.0,1,https://tasty.co/recipe/sweet-potato-pie-smoothie,275.0,2.0,66.0,6.0,21.0,0,8,0,0,0,0,1,0,1,0,0,0,0
Mixed Berry Freezer-Prep Smoothie,0.82,30.0,1,https://tasty.co/recipe/mixed-berry-freezer-prep-smoothie,626.0,7.0,135.0,25.0,59.0,1,8,0,0,1,0,1,1,1,0,0,0,0
Impossible™ Kofta & Veggie Kebabs,0.85,30.0,4,https://tasty.co/recipe/impossible-tm-kofta-veggie-kebabs,521.0,11.0,60.0,17.0,22.0,0,27,0,0,0,1,0,0,1,0,1,1,1
Sagittarius Tea Blend,0.96,30.0,24,https://tasty.co/recipe/sagittarius-tea-blend,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,1,0,0,0,0
Coconut Cashew Butter,0.96,30.0,12,https://tasty.co/recipe/coconut-cashew-butter,171.0,13.0,10.0,1.0,3.0,0,4,0,0,0,0,0,0,0,0,1,0,0
Bitty Banana Breakfast Baby Food (7+ Months),0.96,30.0,8,https://tasty.co/recipe/bitty-banana-breakfast-baby-food-7-months,159.0,2.0,33.0,4.0,9.0,0,4,0,0,1,0,0,0,0,0,0,0,0
Tenable Avocado Toast (Virgo),0.92,30.0,1,https://tasty.co/recipe/tenable-avocado-toast-virgo,156.0,11.0,13.0,6.0,2.0,0,8,0,0,0,1,0,0,0,0,0,0,0
Overnight Oats Base,0.75,30.0,2,https://tasty.co/recipe/overnight-oats-base,600.0,6.0,128.0,15.0,62.0,1,4,0,0,0,0,0,0,0,0,0,0,0
Spiked Pineapple Mango Smoothie,0.75,24.0,1,https://tasty.co/recipe/spiked-pineapple-mango-smoothie,206.54,7.31,30.69,0.0,0.0,0,7,0,0,1,0,0,1,0,0,0,0,0
The Debt Payer,0.69,30.0,1,https://tasty.co/recipe/the-debt-payer,258.0,0.0,16.0,5.0,9.0,0,5,0,0,0,0,0,0,0,0,0,0,0
Trail Mix Popcorn Bars,0.92,31.0,12,https://tasty.co/recipe/trail-mix-popcorn-bars,636.0,15.0,113.0,16.0,31.0,0,8,0,0,0,0,1,0,1,1,0,0,0
Jerk Cauliflower,0.67,26.0,4,https://tasty.co/recipe/jerk-cauliflower,250.0,2.0,52.0,16.0,19.0,0,21,0,0,0,1,0,0,1,1,1,1,0
Vanilla Espresso Almond Butter,0.85,30.0,12,https://tasty.co/recipe/vanilla-espresso-almond-butter,182.0,15.0,6.0,3.0,1.0,0,5,0,0,0,0,0,0,0,0,1,0,0
Green Beans,0.88,30.0,10,https://tasty.co/recipe/green-beans,42.0,4.0,0.0,0.0,0.0,1,7,0,0,0,0,0,0,1,0,1,0,0
Watermelon Rind Slaw,0.75,50.0,4,https://tasty.co/recipe/watermelon-rind-slaw,199.0,7.0,31.0,5.0,19.0,0,12,0,0,1,1,0,0,0,1,1,1,0
Curry Fried Rice As Made By Liz Murphy,0.96,42.0,4,https://tasty.co/recipe/curry-fried-rice-as-made-by-liz-murphy,254.0,6.0,42.0,3.0,4.0,0,15,0,0,0,1,1,0,1,0,1,0,0
Healthy Smoothie Bowl: Blue Magik Bowl: A Star Is Born,0.68,30.0,1,https://tasty.co/recipe/healthy-smoothie-bowl-blue-magik-bowl-a-star-is-born,683.0,26.0,108.0,20.0,71.0,1,9,0,0,1,0,0,0,0,0,0,0,0
Dairy-Free Cashew Queso,0.74,30.0,3,https://tasty.co/recipe/dairy-free-cashew-queso,202.0,14.0,13.0,2.0,2.0,0,11,0,0,0,1,0,0,1,0,0,0,0
Hawaiian BBQ Pulled Jackfruit Pizza,0.95,30.0,4,https://tasty.co/recipe/hawaiian-bbq-pulled-jackfruit-pizza,1022.0,33.0,137.0,6.0,31.0,0,25,0,0,1,1,1,0,1,1,1,1,1
Strawberry Kiwi Sangria Ice Pops,0.96,30.0,12,https://tasty.co/recipe/strawberry-kiwi-sangria-ice-pops,57.0,0.0,7.0,0.0,2.0,0,7,0,0,1,0,0,0,0,0,0,0,0
Fresh Herb Sauce,0.87,30.0,1,https://tasty.co/recipe/fresh-herb-sauce,137.0,14.0,2.0,0.0,0.0,0,7,0,0,0,0,0,0,1,0,1,0,0
Ghoul And Ghost Dippers,0.77,30.0,8,https://tasty.co/recipe/ghoul-and-ghost-dippers,123.0,2.0,22.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0
Grapefruit Salad With Thai Curried Coconut Dressing As Made By Arnold Myint,0.86,75.0,4,https://tasty.co/recipe/grapefruit-salad-with-thai-curried-coconut-dressing-as-made-by-arnold-myint,351.0,22.0,36.0,7.0,22.0,1,20,0,1,1,0,1,1,1,1,0,0,0
Apple Butter As Made By Meiko,0.79,30.0,2,https://tasty.co/recipe/apple-butter-as-made-by-meiko,206.54,7.31,30.69,0.0,0.0,0,11,0,0,1,0,0,0,1,1,0,0,0
Small Batch Bread And Butter Pickles,0.86,102.0,1,https://tasty.co/recipe/small-batch-bread-and-butter-pickles,206.54,7.31,30.69,0.0,0.0,0,13,0,0,0,1,0,0,1,1,0,1,0
Multi-Purpose Natural Herbal Blend,0.85,30.0,8,https://tasty.co/recipe/multi-purpose-natural-herbal-blend,0.0,0.0,0.0,0.0,0.0,0,5,0,0,0,0,0,0,0,0,0,0,0
Pancake Sausage Muffins,0.85,70.0,12,https://tasty.co/recipe/pancake-sausage-muffins,121.0,4.0,12.0,0.0,1.0,0,13,0,1,0,0,1,0,1,1,0,0,0
Pisces Tea Blend,0.87,30.0,24,https://tasty.co/recipe/pisces-tea-blend,2.0,0.0,0.0,0.0,0.0,0,4,0,0,1,0,0,0,0,0,0,0,0
Pink Chunky Monkey Oat Parfait,0.87,30.0,1,https://tasty.co/recipe/pink-chunky-monkey-oat-parfait,578.0,19.0,98.0,13.0,53.0,1,8,0,0,1,0,1,0,0,0,0,0,0
Hazelnut Milk,0.83,30.0,4,https://tasty.co/recipe/hazelnut-milk,231.0,18.0,13.0,3.0,8.0,1,6,0,0,0,0,0,0,0,0,0,0,0
Olive Oil Sea Salt Moringa Popcorn,0.9,30.0,4,https://tasty.co/recipe/olive-oil-sea-salt-moringa-popcorn,561.0,7.0,111.0,23.0,2.0,0,4,0,0,0,0,0,0,0,0,1,0,0
Cranberry Fruit Rollers,0.82,30.0,10,https://tasty.co/recipe/cranberry-fruit-rollers,44.0,0.0,11.0,1.0,8.0,0,4,0,0,0,0,0,0,0,1,0,0,0
Mediterranean Crostini,0.9,60.0,12,https://tasty.co/recipe/mediterranean-crostini,119.0,3.0,18.0,1.0,1.0,0,6,0,0,0,0,0,0,1,0,1,1,0
Mini Blueberry Peach Crisps,0.9,66.0,4,https://tasty.co/recipe/mini-blueberry-peach-crisps,206.54,7.31,30.69,0.0,0.0,1,14,0,0,1,0,1,0,1,1,1,0,0
Sparkling Rose Cocktail,0.78,45.0,2,https://tasty.co/recipe/sparkling-rose-cocktail,342.0,0.0,44.0,1.0,40.0,0,10,0,0,1,0,0,0,0,1,0,0,0
Baby Friendly Overnight Oats,0.9,30.0,1,https://tasty.co/recipe/baby-friendly-overnight-oats,433.0,14.0,61.0,9.0,8.0,1,7,0,0,0,0,1,0,0,0,0,0,0
Spaghetti Alla Chittara,0.9,30.0,1,https://tasty.co/recipe/spaghetti-alla-chittara,648.0,31.0,79.0,5.0,6.0,0,6,0,0,0,1,0,0,1,0,1,0,0
Tin Salmon & Citrus Pasta,0.81,60.0,2,https://tasty.co/recipe/tin-salmon-citrus-pasta,496.0,17.0,55.0,3.0,3.0,0,15,0,0,0,0,0,0,1,0,1,1,0
Tofu Buddha Bowl,0.9,100.0,6,https://tasty.co/recipe/tofu-buddha-bowl,989.0,32.0,140.0,22.0,11.0,1,19,1,0,1,1,1,0,1,0,1,1,0
Nian Gao,0.9,72.0,1,https://tasty.co/recipe/nian-gao,206.54,7.31,30.69,0.0,0.0,0,7,0,0,0,0,1,0,1,1,1,0,0
Pumpkin Pie Bowls,0.9,30.0,6,https://tasty.co/recipe/pumpkin-pie-bowls,736.0,32.0,108.0,12.0,79.0,0,20,0,1,0,0,1,1,1,1,1,0,0
Smoothies: Tropical Island,0.9,30.0,1,https://tasty.co/recipe/smoothies-tropical-island,206.54,7.31,30.69,0.0,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0
Avocado Citrus Salad,0.9,40.0,4,https://tasty.co/recipe/avocado-citrus-salad,177.0,6.0,29.0,7.0,21.0,0,8,0,0,1,0,0,0,0,0,1,0,0
Strawberry Daifuku Mochi,0.9,47.0,4,https://tasty.co/recipe/strawberry-daifuku-mochi,163.0,0.0,39.0,0.0,24.0,1,10,0,0,0,0,1,0,0,1,0,0,0
Cranberry Rosemary Herb Soda,0.9,30.0,10,https://tasty.co/recipe/cranberry-rosemary-herb-soda,46.0,0.0,12.0,0.0,11.0,0,4,0,0,0,0,0,0,1,0,0,0,0
Precise Avocado Toast (Capricorn),0.62,30.0,1,https://tasty.co/recipe/precise-avocado-toast-capricorn,206.54,7.31,30.69,0.0,0.0,1,6,0,1,0,0,0,0,0,0,0,0,0
Grilled Tofu Tacos,0.9,91.0,8,https://tasty.co/recipe/grilled-tofu-tacos,242.0,6.0,39.0,4.0,10.0,1,20,1,0,1,1,1,0,1,1,1,1,1
French Onion Poutine,0.9,30.0,4,https://tasty.co/recipe/french-onion-poutine,490.0,39.0,14.0,1.0,4.0,0,8,0,0,0,1,0,0,0,0,0,0,0
Pineapple Grapefruit Yuzu Mocktail,0.81,8.0,1,https://tasty.co/recipe/pineapple-grapefruit-yuzu-mocktail,121.0,0.0,31.0,2.0,23.0,0,10,0,0,1,0,0,0,0,1,0,1,0
Dairy-Free Broccolini “Cheddar” Quiche,0.42,65.0,8,https://tasty.co/recipe/dairy-free-broccolini-cheddar-quiche,244.0,11.0,28.0,3.0,4.0,1,19,1,0,0,1,1,1,1,0,1,0,0
Creamy Cilantro Lime Dressing,0.69,30.0,16,https://tasty.co/recipe/creamy-cilantro-lime-dressing,145.0,16.0,0.0,0.0,0.0,0,6,0,0,0,0,0,1,1,0,1,0,0
Mango Citrus Bowl,0.9,30.0,1,https://tasty.co/recipe/mango-citrus-bowl,407.0,1.0,112.0,11.0,61.0,0,12,0,0,1,0,0,0,1,0,0,0,0
Italian Dressing,0.9,30.0,16,https://tasty.co/recipe/italian-dressing,33.0,3.0,0.0,0.0,0.0,0,8,0,0,0,0,0,0,1,0,1,1,0
Spicy Yellow Mustard,0.8,30.0,1,https://tasty.co/recipe/spicy-yellow-mustard,266.0,17.0,16.0,6.0,3.0,0,6,0,0,0,0,0,0,1,0,0,1,0
Aquarius Tea Blend,0.73,30.0,24,https://tasty.co/recipe/aquarius-tea-blend,4.0,0.0,0.0,0.0,0.0,0,4,0,0,1,0,0,0,1,0,0,0,0
Book Of Love Waffle Shareboard,0.9,30.0,24,https://tasty.co/recipe/book-of-love-waffle-shareboard,79.0,2.0,12.0,0.0,2.0,0,10,0,0,1,0,1,1,0,1,0,1,0
Mason Jar Soy Sesame Sauce,0.9,30.0,8,https://tasty.co/recipe/mason-jar-soy-sesame-sauce,120.0,4.0,13.0,0.0,9.0,1,9,1,0,0,0,0,0,1,1,1,1,0
Healthy Smoothie Bowl: Blue Magik Bowl: The Downward Kiwi,0.9,30.0,1,https://tasty.co/recipe/healthy-smoothie-bowl-blue-magik-bowl-the-downward-kiwi,206.54,7.31,30.69,0.0,0.0,0,8,0,0,1,0,0,0,0,0,0,0,1
Almond Joy-Inspired Iced Oolong Tea,0.66,20.0,1,https://tasty.co/recipe/almond-joy-inspired-iced-oolong-tea,617.0,23.0,79.0,2.0,7.0,0,7,0,0,0,0,0,1,0,0,0,0,0
